"STATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00024233","2006-09-14","8.05"," 1034"," 0955","0.31",,,,"63","50",,"  220","  230","0.0","15.0","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-09-15","4.70"," 1630"," 1623","0.06",,,,"63","49",,"  360","  320","0.0","13.0","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-09-16","8.72"," 1602"," 1600","0.01",,,,"68","48",,"  230","  230","0.0","21.0","23.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-09-17","5.59"," 2241"," 2240","0.00",,,,"66","52",,"  130","  130","0.0","12.1","14.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-09-18","7.83"," 1309"," 1309","0.39",,,,"68","55",,"  230","  240","0.0","16.1","19.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-09-19","3.58"," 0022"," 2355","0.15",,,,"61","51",,"  210","  190","0.0","13.0","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-09-20","9.62"," 1058"," 1057","0.29",,,,"55","51",,"  190","  190","0.0","16.1","19.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2006-09-21","6.49"," 0406"," 0404","0.17",,,,"60","47",,"  210","  220","0.0","16.1","19.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2006-09-22","4.92"," 1708"," 1714","0.00",,,,"63","47",,"   30","   30","0.0","12.1","13.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-09-23","6.04"," 1549"," 1549","0.00",,,,"70","47",,"  360","  350","0.0","14.1","16.1","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2006-09-24","5.37"," 2006"," 1336","0.00",,,,"77","50",,"   30","  300","0.0","10.1","13.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-09-25","4.03"," 0134"," 0134","0.00",,,,"77","52",,"   40","   40","0.0","14.1","15.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-09-26","5.37"," 2140"," 2130","0.00",,,,"78","54",,"   30","   30","0.0","12.1","14.1","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-09-27","2.91"," 2035"," 2029","0.00",,,,"80","54",,"   40","   40","0.0","8.9","12.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-09-28","4.70"," 1535"," 1607","0.00",,,,"77","56",,"  340","  350","0.0","12.1","14.1",,,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2006-09-29","4.92"," 2359"," 2359","0.00",,,,"75","54",,"   40","   40","0.0","14.1","16.1","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2006-09-30","6.93"," 1634"," 1652","0.00",,,,"60","52",,"   40","   40","0.0","15.0","17.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-01","6.93"," 0130"," 0129","0.00",,,,"66","50",,"   40","   40","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-02","4.25"," 1347"," 1435","0.00",,,,"64","45",,"  300","   20","0.0","10.1","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-03","6.71"," 0733"," 0732","0.00",,,,"58","50",,"   50","   50","0.0","13.0","15.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-10-04","8.28"," 0957"," 0955","0.00",,,,"65","50",,"   50","   40","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-05","2.91"," 2234"," 2237","0.00",,,,"71","50",,"  250","  250","0.0","10.1","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-06","5.82"," 0703"," 0657","0.02",,,,"57","51",,"  200","  210","0.0","12.1","14.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-10-07","4.47"," 1349"," 1339","0.00",,,,"60","45",,"  260","  250","0.0","10.1","13.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-08","7.61"," 2355"," 2353","0.00",,,,"57","49",,"   20","   20","0.0","14.1","16.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-10-09","12.53"," 1832"," 1831","0.00",,,,"65","47",,"   30","   40","0.0","19.9","23.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-10","4.47"," 0230"," 0229","0.00",,,,"65","43",,"   60","   50","0.0","10.1","12.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-11","2.46"," 1528"," 1525","0.00",,,,"70","44",,"  310","  300","0.0","8.1","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-12","2.46"," 1524"," 1527","0.00",,,,"72","46",,"  300","  310","0.0","8.1","8.9","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-13","4.03"," 1352"," 1454","0.00",,,,"65","47",,"  300","  300","0.0","10.1","12.1","    1","    1",,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2006-10-14","5.59"," 2052"," 2051","0.04",,,,"51","47",,"  240","  230","0.0","14.1","16.1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-10-15","10.29"," 1649"," 1847","0.43",,,,"55","49",,"  220","  210","0.0","21.0","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-10-16","4.92"," 0033"," 0027","0.01",,,,"54","49",,"  200","  200","0.0","15.0","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-10-17","3.36"," 1451"," 1451","0.00",,,,"60","50",,"  260","  260","0.0","8.9","10.1","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-18","8.50"," 1239"," 1240","0.28",,,,"53","49",,"  220","  220","0.0","17.0","19.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2006-10-19","9.17"," 1627"," 1627","0.19",,,,"59","50",,"  230","  230","0.0","17.0","19.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2006-10-20","6.49"," 2117"," 2116","0.00",,,,"57","46",,"   40","   50","0.0","13.0","15.0","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-21","11.41"," 1744"," 1744","0.00",,,,"61","44",,"   20","   20","0.0","17.9","21.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-22","6.04"," 1941"," 1950","0.00",,,,"65","42",,"   40","   40","0.0","17.9","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-23","3.80"," 1312"," 1312","0.00",,,,"56","41",,"  280","  280","0.0","8.9","10.1","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-24","8.95"," 0331"," 0346","0.03",,,,"55","41",,"  190","  200","0.0","19.9","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-10-25","6.71"," 2357"," 2344","0.00",,,,"52","42",,"  180","  180","0.0","12.1","14.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-10-26","13.87"," 1401"," 1135","0.00",,,,"55","49",,"  200","  200","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-27","9.17"," 0023"," 0029","0.00",,,,"62","47",,"  200","  190","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-28","4.47"," 2237"," 2236","0.00",,,,"57","45",,"  190","  190","0.0","17.9","21.9","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-10-29","11.41"," 1440"," 1438","0.55",,,,"52","39",,"  360","  360","0.0","28.0","33.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-10-30","9.17"," 2257"," 1855","0.00",,,,"45","32",,"   30","   30","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-10-31","10.74"," 1916"," 2019","0.00",,,,"47","30",,"   30","   40","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-11-01","10.07"," 2249"," 2248","0.00",,,,"57","34",,"  130","  130","0.0","19.9","21.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-11-02","10.51"," 0709"," 0558","1.05",,,,"49","41",,"  110","  120","0.0","19.9","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-03","14.09"," 1059"," 1059","0.45",,,,"60","48",,"  180","  190","0.0","25.9","34.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-04","12.30"," 1527"," 1527","1.91",,,,"57","52",,"  200","  210","0.0","23.9","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-05","9.17"," 0128"," 0127","0.87",,,,"58","51",,"  200","  200","0.0","23.0","29.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-06","14.32"," 1713"," 1723","3.29",,,,"60","55",,"  220","  240","0.0","21.9","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-07","11.41"," 1812"," 1738","0.53",,,,"56","47",,"  220","  230","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-08","7.16"," 0430"," 0427","0.26",,,,"55","44",,"  220","  230","0.0","17.0","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-09","8.28"," 2347"," 1318","0.52",,,,"51","43",,"  130","  230","0.0","16.1","19.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2006-11-10","13.65"," 0427"," 0535","0.79",,,,"49","42",,"  180","  170","0.0","29.1","36.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-11","15.21"," 1252"," 1248","0.21",,,,"50","41",,"  220","  220","0.0","23.9","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-12","12.75"," 0433"," 0414","1.07",,,,"49","42",,"  190","  220","0.0","23.0","29.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-13","13.42"," 0457"," 0452","0.23",,,,"45","37",,"  240","  230","0.0","31.1","38.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-14","8.28"," 1407"," 1406","0.01",,,,"49","36",,"  210","  220","0.0","23.0","25.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-11-15","15.88"," 1407"," 1438","0.44",,,,"56","42",,"  190","  190","0.0","32.0","40.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2006-11-16","9.84"," 1512"," 1511","0.00",,,,"51","38",,"  210","  210","0.0","19.9","23.9",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-11-17","8.72"," 2134"," 2145","0.00",,,,"52","39",,"  130","  140","0.0","14.1","16.1",,,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024233","2006-11-18","7.38"," 2205"," 2227","0.00",,,,"54","40",,"  130","  130","0.0","23.9","28.0",,,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024233","2006-11-19","10.51"," 1203"," 1159","0.46",,,,"53","43",,"  250","  220","0.0","25.9","36.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-20","10.74"," 1443"," 1441","0.51",,,,"52","44",,"  190","  190","0.0","19.9","25.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-21","13.87"," 1117"," 1114","0.51",,,,"49","41",,"  210","  190","0.0","31.1","40.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-22","8.28"," 2027"," 1949","0.54",,,,"47","40",,"  210","  220","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-23","15.43"," 1238"," 0538","0.64",,,,"42","38",,"  210","  230","0.0","29.1","38.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-11-24","12.53"," 0016"," 0015","0.00",,,,"44","37",,"  220","  220","0.0","25.1","33.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-11-25","9.40"," 1801"," 0210","0.00",,,,"43","36",,"  160","  230","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-11-26","10.51"," 2210"," 2213","0.79",,,,"44","32",,"  210","  220","0.0","23.9","29.1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2006-11-27","12.75"," 2355"," 0220","0.18",,,,"37","26",,"  190","  200","0.0","21.9","28.0","    1","    1","    1",,,,,,,,,,,,,"    1",,,"    1",,
"USW00024233","2006-11-28","11.18"," 0140"," 0132","0.00",,,,"27","18",,"  360","  360","0.0","21.0","25.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00024233","2006-11-29","5.82"," 2318"," 2310","0.33",,,,"33","18",,"  140","  130","0.0","14.1","17.9","    1",,,"    1","    1","    1",,,,,,,,"    1","    1","    1",,,,,
"USW00024233","2006-11-30","6.93"," 0245"," 0232","0.04",,,,"43","32",,"  200","  210","0.0","17.9","23.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-01","2.68"," 0513"," 0509","0.01",,,,"41","33",,"  170","  170","0.0","8.9","10.1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-02","6.04"," 1913"," 2213","0.00",,,,"42","28",,"   20","   10","0.0","10.1","12.1","    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024233","2006-12-03","5.59"," 0554"," 1134","0.00",,,,"44","34",,"   10","  120","0.0","10.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-12-04","7.16"," 1524"," 1523","0.00",,,,"48","37",,"  190","  200","0.0","17.9","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-05","3.58"," 1816"," 1816","0.00",,,,"47","42",,"   30","   40","0.0","8.1","8.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-06","1.79"," 0354"," 0350","0.00",,,,"48","36",,"   40","   40","0.0","8.1","8.9","    1","    1",,,,,,"    1",,,"    1",,,,,,,"    1",,,
"USW00024233","2006-12-07","3.36"," 2126"," 2125","0.00",,,,"50","38",,"  150","  150","0.0","8.9","13.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2006-12-08","3.80"," 0554"," 0549","0.00",,,,"50","38",,"  110","  120","0.0","14.1","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-09","8.50"," 1551"," 1114","0.19",,,,"50","38",,"  210","  130","0.0","16.1","21.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-10","8.72"," 1947"," 1947","0.23",,,,"48","41",,"  190","  190","0.0","17.0","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-11","12.75"," 2348"," 2345","0.84",,,,"52","44",,"  220","  210","0.0","34.9","45.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-12","10.96"," 0116"," 0116","0.33",,,,"48","42",,"  220","  230","0.0","25.9","34.9","    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024233","2006-12-13","19.01"," 0607"," 0911","0.26",,,,"51","42",,"  250","  220","0.0","38.9","47.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-14","14.76"," 2257"," 2256","1.55",,,,"54","40",,"  210","  210","0.0","47.0","59.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-15","17.90"," 0045"," 0044","0.02",,,,"47","35",,"  220","  220","0.0","51.9","68.9","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-12-16","5.59"," 1711"," 1711","0.00",,,,"42","30",,"  110","  110","0.0","12.1","14.1","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2006-12-17","5.82"," 2250"," 2249","0.00",,,,"39","27",,"  150","  150","0.0","10.1","13.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00024233","2006-12-18","5.37"," 2301"," 2300","0.00",,,,"40","28",,"  130","  130","0.0","12.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-12-19","3.58"," 2122"," 0957","0.01",,,,"43","33",,"  140","  110","0.0","10.1","13.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2006-12-20","6.71"," 2055"," 2054","0.37",,,,"45","36",,"  130","  130","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-21","13.42"," 0449"," 0448","0.50",,,,"50","37",,"  210","  210","0.0","23.9","29.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-22","5.59"," 0621"," 0619","0.00",,,,"44","37",,"  230","  240","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2006-12-23","9.40"," 0948"," 0948","0.62",,,,"46","36",,"  230","  240","0.0","21.0","28.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-24","11.41"," 1403"," 1353","0.71",,,,"47","35",,"  130","  120","0.0","19.9","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2006-12-25","5.82"," 0242"," 0242","0.06",,,,"49","40",,"  190","  190","0.0","15.0","19.9","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-12-26","11.18"," 2159"," 2106","1.27",,,,"42","34",,"   10","   30","0.0","21.0","25.1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2006-12-27","5.59"," 0236"," 0235","0.33",,,,"41","32",,"   30","   30","0.0","15.0","17.9","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024233","2006-12-28","5.14"," 2236"," 2236","0.00",,,,"40","28",,"  100","  100","0.0","12.1","14.1","    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024233","2006-12-29","6.71"," 1652"," 1652","0.00",,,,"42","31",,"  170","  170","0.0","15.0","16.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2006-12-30","2.46"," 1928"," 1926","0.00",,,,"43","30",,"  120","  130","0.0","10.1","12.1","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00024233","2006-12-31","3.80"," 2316"," 2315","0.00",,,,"46","34",,"  120","  130","0.0","10.1","12.1","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2007-01-01","7.38"," 2001"," 0627","0.41",,,,"48","34",,"  180","  270","0.0","14.1","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-02","15.66"," 0932"," 0930","1.77",,,,"56","45",,"  190","  170","0.0","36.0","46.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-03","12.30"," 1414"," 1413","1.01",,,,"48","40",,"  220","  230","0.0","23.9","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-04","8.28"," 0424"," 0306","0.15",,,,"42","30",,"  210","  230","0.0","19.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-05","17.90"," 2230"," 2223","0.77",,,,"43","31",,"  190","  200","0.0","38.0","46.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-06","11.86"," 0011"," 0011","0.03",,,,"44","36",,"  230","  240","0.0","25.1","36.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-01-07","17.67"," 1633"," 1625","0.93",,,,"49","40",,"  220","  230","0.0","30.0","38.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-08","8.28"," 2210"," 2208","0.00",,,,"48","38",,"  210","  200","0.0","17.9","23.0","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-01-09","15.43"," 1404"," 1422","0.16",,,,"51","34",,"  200","  220","0.0","34.9","45.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-10","11.86"," 0630"," 0628","0.26",,,,"36","28",,"  200","  200","0.0","23.9","31.1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00024233","2007-01-11","10.51"," 1414"," 1445","0.00",,,,"31","22",,"  360","  360","0.0","21.9","25.1","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00024233","2007-01-12","5.37"," 0001"," 0002","0.00",,,,"31","19",,"   40","   40","0.0","12.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-01-13","4.92"," 2109"," 2107","0.00",,,,"29","21",,"   40","   50","0.0","10.1","12.1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,,
"USW00024233","2007-01-14","5.14"," 2205"," 2213","0.00",,,,"35","20",,"  120","  120","0.0","8.9","10.1","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2007-01-15","4.70"," 2239"," 2238","0.00",,,,"35","23",,"  140","  150","0.0","8.9","10.1",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-01-16","4.92"," 0806"," 0806","0.18",,,,"35","28",,"  120","  120","0.0","13.0","14.1","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00024233","2007-01-17","4.70"," 2349"," 2329","0.16",,,,"39","33",,"  210","  210","0.0","13.0","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-18","8.50"," 1848"," 1927","0.16",,,,"44","34",,"  180","  190","0.0","15.0","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-19","10.51"," 2124"," 2121","0.21",,,,"42","38",,"  210","  210","0.0","21.0","29.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-20","7.16"," 0049"," 0046","0.00",,,,"45","37",,"  240","  240","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-01-21","6.26"," 2130"," 1529","0.00",,,,"42","37",,"  180","  150","0.0","10.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-01-22","6.93"," 2324"," 2330","0.00",,,,"50","40",,"  230","  220","0.0","15.0","17.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-01-23","7.38"," 1050"," 0106","0.00",,,,"52","43",,"  210","  200","0.0","15.0","17.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2007-01-24","6.49"," 2029"," 2113","0.00",,,,"51","35",,"  230","  220","0.0","12.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-01-25","6.04"," 2334"," 2320","0.02",,,,"43","33",,"   20","   30","0.0","14.1","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-01-26","14.32"," 1107"," 0830","0.00",,,,"44","36",,"   30","   40","0.0","23.9","30.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2007-01-27","6.26"," 0012"," 0012","0.00",,,,"52","32",,"   40","   30","0.0","19.9","21.0","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2007-01-28","5.37"," 2017"," 2018","0.00",,,,"50","28",,"   30","   40","0.0","14.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-01-29","4.70"," 2332"," 2201","0.00",,,,"40","28",,"   10","   20","0.0","13.0","15.0","    1","    1",,,,,,"    1",,,"    1",,,,,,,,"    1",,
"USW00024233","2007-01-30","12.08"," 0318"," 0317","0.00",,,,"48","33",,"   40","   30","0.0","17.9","21.9","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2007-01-31","7.16"," 2359"," 2359","0.00",,,,"48","28",,"   40","   40","0.0","17.0","17.9","    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024233","2007-02-01","5.14"," 0001"," 0007","0.00",,,,"49","30",,"   40","   40","0.0","17.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-02-02","3.80"," 2131"," 2337","0.00",,,,"44","28",,"  130","  140","0.0","8.9","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00024233","2007-02-03","5.82"," 0934"," 0931","0.14",,,,"42","31",,"  120","  120","0.0","13.0","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-02-04","3.13"," 1658"," 1657","0.16",,,,"54","41",,"  350","  350","0.0","10.1","12.1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-02-05","3.36"," 1451"," 1451","0.00",,,,"45","42",,"  310","  300","0.0","10.1","12.1","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024233","2007-02-06","4.70"," 1120"," 0812","0.03",,,,"48","41",,"  180","  140","0.0","12.1","15.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-02-07","4.47"," 0824"," 1445","0.09",,,,"52","43",,"   40","  130","0.0","13.0","15.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024233","2007-02-08","5.14"," 0315"," 0314","0.01",,,,"53","42",,"  230","  240","0.0","13.0","17.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-02-09","7.61"," 2010"," 2234","0.09",,,,"57","42",,"  120","  250","0.0","15.0","17.0","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-02-10","7.61"," 1840"," 1848","0.16",,,,"56","42",,"  120","  120","0.0","19.9","21.9","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-02-11","8.05"," 1634"," 1634","0.22",,,,"54","45",,"  240","  230","0.0","19.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-02-12","5.59"," 2358"," 2357","0.00",,,,"53","42",,"  120","  120","0.0","10.1","13.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-02-13","6.71"," 1452"," 1355","0.02",,,,"51","41",,"  220","  210","0.0","13.0","16.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00024233","2007-02-14","7.38"," 2357"," 2357","0.16",,,,"47","40",,"  210","  210","0.0","17.9","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-02-15","14.32"," 1247"," 1402","0.12",,,,"53","46",,"  220","  220","0.0","32.0","38.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2007-02-16","5.14"," 0316"," 0315","0.01",,,,"51","43",,"  230","  230","0.0","15.0","17.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024233","2007-02-17","8.50"," 2054"," 2012","0.13",,,,"58","44",,"  250","  260","0.0","21.0","28.0","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024233","2007-02-18","16.55"," 0834"," 0833","0.00",,,,"46","41",,"  220","  230","0.0","28.0","33.1",,,,,,,,,,,,,,,,,,,,,
